evaluation_tier,record_identifier,source_file,assertion_id,domain,official_source_locator,official_expected_value,expected_mapped_meaning,baseline_classification,post_correction_import_status,post_correction_stored_database_value,post_correction_api_observation,post_correction_classification,eligible_for_semantic_denominator,post_correction_rationale
detailed_fidelity,CNW 18,dcm-catalogue-data/cnw/data-cnw/cnw0018.xml,18-05,composition_date,(//mei:work)[1]/mei:creation/mei:date,"{""creation_text"":""1920–21"",""date"":{""id"":""date_N20C3A"",""notafter"":""1921"",""notbefore"":""1920"",""text"":""1920–21""}}","Retain the asserted date text, exact value or bounds, precision, and uncertainty rather than only an undifferentiated year.",transformed as intended,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""composition_date"":""1920–21"",""composition_year"":1920,""structured_bounds_or_uncertainty_fields"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",transformed as intended,true,"The frozen official-source expectation and corrected database observation support this classification. The complete uncertain/ranged date wording remains in composition_date and the lower bound is normalized to composition_year. Structured notbefore/notafter fields are absent, but the stored date text retains the full asserted bounds and uncertainty, so this is a defensible transformation rather than a loss of meaning. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 18,dcm-catalogue-data/cnw/data-cnw/cnw0018.xml,18-06,component_structure,count((//mei:work)[1]//mei:expression); count((//mei:work)[1]/mei:expressionList/mei:expression); count((//mei:work)[1]//mei:componentList/mei:expression); count((//mei:work)[1]//mei:componentList),"{""component_expressions"":47,""component_lists"":10,""expressions"":49,""top_level"":2}",Represent the asserted expression/component hierarchy and representative component values without assuming every expression is a musical movement.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 18,dcm-catalogue-data/cnw/data-cnw/cnw0018.xml,18-07,component_structure,(//mei:work)[1]//mei:componentList/mei:expression,"{""first_component"":{""n"":"""",""tempos"":[""Tempo giusto""],""titles"":[{""language"":""da"",""text"":""Prolog""},{""language"":""en"",""text"":""Prologue""}]},""nested_march"":{""n"":""1"",""tempos"":[""Tempo giusto""],""titles"":[{""language"":""da"",""text"":""Marsch""},{""language"":""en"",""text"":""March""}]}}",Represent the asserted expression/component hierarchy and representative component values without assuming every expression is a musical movement.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 18,dcm-catalogue-data/cnw/data-cnw/cnw0018.xml,18-08,instrumentation,(//mei:work)[1]//mei:perfRes[normalize-space()],"{""count"":31,""representatives"":[{""codedval"":""wa"",""count"":""3"",""name"":""fl."",""solo"":""false""},{""codedval"":""ba"",""count"":""4"",""name"":""cor."",""solo"":""false""}]}","Retain the asserted performance-resource count plus representative names, codes, counts, grouping, and solo attributes.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""codedval_or_solo_fields"":[],""instrumentation_count"":28,""rows"":[{""name"":""3 fl."",""section"":""perfResList""},{""name"":""2 ob."",""section"":""perfResList""},{""name"":""2 cl."",""section"":""perfResList""},{""name"":""2 fg."",""section"":""perfResList""},{""name"":""4 cor."",""section"":""perfResList""},{""matrix_cell_omitted_middle_count"":18},{""name"":""1 A."",""section"":""perfResList""},{""name"":""1 T."",""section"":""perfResList""},{""name"":""1 B."",""section"":""perfResList""},{""name"":""1 Bar."",""section"":""perfResList""},{""name"":""1 voice"",""section"":""perfResList""}]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. Twenty-eight instrumentation rows represent only a subset of the 31 populated source resources; three resource occurrences and the codedval and solo attributes are absent. The surviving representative names and counts do not contradict the source. Under the frozen rule for missing non-contradictory information, the compound assertion is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 18,dcm-catalogue-data/cnw/data-cnw/cnw0018.xml,18-09,source_description,count(//mei:manifestation); count(//mei:manifestation//mei:item),"{""held_items"":27,""manifestations"":33}","Represent the asserted manifestations, held items, repositories, locations, and hand information in the intended source-reference domain.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""rows"":[],""source_reference_count"":0}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The official manifestation/item information has no stored source-reference representation; the corrected database source-reference collection is empty. The asserted information is missing without a contradictory replacement, so it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 18,dcm-catalogue-data/cnw/data-cnw/cnw0018.xml,18-10,source_description,//mei:manifestation[1]/mei:titleStmt/mei:title[1]; //mei:manifestation[1]//mei:item[1],"{""item_identifier"":""Ie"",""location"":""CNS 345g"",""manifestation_title"":""Sketch (Nos. 20, 22)"",""repository"":""DK-Kk""}","Represent the asserted manifestations, held items, repositories, locations, and hand information in the intended source-reference domain.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""rows"":[],""source_reference_count"":0}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The official manifestation/item information has no stored source-reference representation; the corrected database source-reference collection is empty. The asserted information is missing without a contradictory replacement, so it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 18,dcm-catalogue-data/cnw/data-cnw/cnw0018.xml,18-11,performance_event,count((//mei:work)[1]//mei:event); (//mei:work)[1]//mei:event[1],"{""event_count"":92,""first_event"":{""corporations"":[],""date"":""1921-01-30"",""description"":""First performance."",""element_text"":""1921-01-30 The Royal Theatre (Det Kongelige Teater) Copenhagen Ebbe Hamerik Betty Hennings (the Mother) Svend Methling (the Scald) Johannes Poulsen (the Jester) First performance. Reviews article newspaper Nationaltidende 1921-01-31 article newspaper Politiken 1921-01-31 article journal Ekstrabladet 1921-01-31 article journal Theatret 1921 20 11 131 article newspaper Aalborg Stiftstidende 1921-01-31 article newspaper Folkets Avis 1921-01-31"",""people"":[{""name"":""Ebbe Hamerik"",""role"":""conductor""},{""name"":""Betty Hennings (the Mother)"",""role"":""performer""},{""name"":""Svend Methling (the Scald)"",""role"":""performer""},{""name"":""Johannes Poulsen (the Jester)"",""role"":""performer""}],""place"":""Copenhagen"",""venue"":""The Royal Theatre (Det Kongelige Teater)""}}","Represent the asserted catalogue event count and representative date, place, venue, people, corporations, and roles in the performance domain.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""matrix_cell_rows_bounded"":true,""performance_count"":92,""rows"":[{""database_id"":1142,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":""First performance."",""performed_on"":""1921-01-30"",""performers"":""Ebbe Hamerik (conductor), Betty Hennings (the Mother) (performer), Svend Methling (the Scald) (performer), Johannes Poulsen (the Jester) (performer)""},{""database_id"":1143,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":null,""performed_on"":""1921-01-31"",""performers"":""Ebbe Hamerik (conductor)""},{""database_id"":1144,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":null,""performed_on"":""1921-02-02"",""performers"":""Ebbe Hamerik (conductor)""},{""database_id"":1145,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":null,""performed_on"":""1921-02-05"",""performers"":""Ebbe Hamerik (conductor)""},{""database_id"":1146,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":null,""performed_on"":""1921-02-06"",""performers"":""Ebbe Hamerik (conductor)""},{""matrix_cell_omitted_middle_count"":82},{""database_id"":1229,""location"":""Venue: Ringsted Lystanlæg, Pavillonen; Place: Ringsted"",""note"":""No. 19 (Prelude to Scene Seven) only."",""performed_on"":""1929-06-05"",""performers"":""H. Christian Jensen (conductor)""},{""database_id"":1230,""location"":""Venue: Rosenborg Have; Place: Copenhagen"",""note"":""No. 19 (Prelude to Scene Seven) only."",""performed_on"":""1929-07-28"",""performers"":""Harmoniorkester (ensemble), Frederik Schnedler-Petersen (conductor)""},{""database_id"":1231,""location"":""Venue: Axelborg; Place: Copenhagen"",""note"":""No. 19 (Prelude to Scene Seven) only."",""performed_on"":""1929-10-15"",""performers"":""Radio-blæserensemblet (ensemble), Johannes Andersen (conductor)""},{""database_id"":1232,""location"":""Venue: Teatersalen; Place: Ringsted"",""note"":""No. 19 (Prelude to Scene Seven) only."",""performed_on"":""1931-05-27"",""performers"":""Det sjællandske Provins-orkester (ensemble), H. Christian Jensen (conductor)""},{""database_id"":1233,""location"":""Venue: Axelborg; Place: Copenhagen"",""note"":""No. 6 (Min Pige er saa lys som Rav) only."",""performed_on"":""1931-07-25"",""performers"":""The Danish Radio Symphony Orchestra (Radiosymfoniorkestret) (ensemble), Emil Resen (conductor), Per Knudsen, singer (performer), Carl Schnedler-Meyer, piano (performer)""}]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",transformed as intended,true,"The frozen official-source expectation and corrected database observation support this classification. All 92 selected source events are represented by 92 Performance rows. The first event's exact date, venue, place, participants, roles and direct description are retained through deterministic flat strings, preserving the complete asserted meaning through a defensible transformation. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 18,dcm-catalogue-data/cnw/data-cnw/cnw0018.xml,18-12,relation_target,(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target],"{""absolute_count"":9,""count"":39,""internal_count"":30,""other_target_count"":37,""representative_targets"":[{""element"":""relation"",""label"":""Saga-Drøm"",""relation"":""isAdaptationOf"",""target"":""cnw0035.xml""},{""element"":""relation"",""label"":""Carl Nielsen Edition"",""relation"":""hasReproduction"",""target"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_I_09_incidental_music_2.pdf""}]}",Retain asserted targets and relation categories while distinguishing internal/relative graph targets from external URLs.,incorrect,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""external_reference_count"":9,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{""absolute_http_url"":9},""rows"":[{""label"":""External reference"",""target"":""http://hdl.handle.net/109.3.1/uuid:3731125b-ccd9-444c-89af-93ecfdce9a9f""},{""label"":""External reference"",""target"":""http://hdl.handle.net/109.3.1/uuid:0e91610d-abdf-4add-bd3d-fddfe99e3afd""},{""label"":""External reference"",""target"":""http://hdl.handle.net/109.3.1/uuid:453898e8-21b9-4ef7-8566-42822e5303dc""},{""label"":""External reference"",""target"":""http://hdl.handle.net/109.3.1/uuid:6e638df3-693e-4b0e-8352-48a9d9c078ff""},{""label"":""External reference"",""target"":""http://hdl.handle.net/109.3.1/uuid:4ec459f5-302f-44bc-beb9-9e53c33af1bf""},{""label"":""External reference"",""target"":""http://hdl.handle.net/109.3.1/uuid:ffa35bcb-1f86-41f3-aeea-c3c9fe10d1a9""},{""label"":""hasReproduction"",""target"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_I_09_incidental_music_2.pdf""},{""label"":""hasReproduction"",""target"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_IV_01_juvenilia_et_addenda.pdf""},{""label"":""hasReproduction"",""target"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_III_04_songs_1.pdf#page=212""}],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. Nine syntactically absolute HTTP(S) targets are retained, while 30 internal or relative targets and their relation categories are not modeled. The retained subset is non-contradictory, so the compound assertion is omitted as incomplete. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 53,dcm-catalogue-data/cnw/data-cnw/1292525519.xml,53-T01,technical_import,archive-member:dcm-catalogue-data/cnw/data-cnw/1292525519.xml; (//mei:work)[1],"{""file_size"":16623,""namespace"":""http://www.music-encoding.org/ns/mei"",""stage_a_classification"":""success with warning"",""stage_a_import_log_status"":""success"",""well_formed"":true}",Record the frozen technical outcome separately from semantic fidelity; successful processing is not semantic preservation.,not applicable,"success with warning; ImportLog=success; warnings=missing_composition_date_or_year,no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""stage_a"":{""classification"":""success with warning"",""exactly_one_import_log"":true,""import_log_status"":""success"",""warning_categories"":[""missing_composition_date_or_year"",""no_movements"",""no_instrumentation"",""no_source_references"",""no_performance_information"",""no_external_references""],""warning_count"":6,""warning_messages"":[""Missing composition date or year"",""No movements found"",""No instrumentation found"",""No source references found"",""No performance information found"",""No external references found""],""work_row_remains"":true},""stored_work_id"":3}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",not applicable,false,"The frozen official-source expectation and corrected database observation support this classification. The record has an accountable successful Stage A import and is accounted for by the corrected database observation. This is a technical outcome, not a semantic mapping assertion, so it is classified not applicable and excluded from the semantic denominator. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 53,dcm-catalogue-data/cnw/data-cnw/1292525519.xml,53-B01,composition_date,count((//mei:work)[1]/mei:creation),"{""direct_creation_count"":0}",Preserve the absence of a direct work-level creation date without substituting an unrelated nested date.,preserved,"success with warning; ImportLog=success; warnings=missing_composition_date_or_year,no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""composition_date"":null,""composition_year"":null,""structured_bounds_or_uncertainty_fields"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,"The frozen official-source expectation and corrected database observation support this classification. The official work has no direct creation date and the database stores neither composition_date nor composition_year, preserving the asserted absence rather than selecting an unrelated nested value. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 53,dcm-catalogue-data/cnw/data-cnw/1292525519.xml,53-B02,instrumentation,count((//mei:work)[1]//mei:perfRes[normalize-space()]),"{""populated_resources"":0}",Preserve the absence of populated performance resources.,preserved,"success with warning; ImportLog=success; warnings=missing_composition_date_or_year,no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""codedval_or_solo_fields"":[],""instrumentation_count"":0,""rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,"The frozen official-source expectation and corrected database observation support this classification. The official work has zero populated performance resources, and the corrected database contains zero instrumentation rows, preserving the asserted absence. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 53,dcm-catalogue-data/cnw/data-cnw/1292525519.xml,53-B03,source_description,count(//mei:manifestation),"{""manifestations"":1}",Represent the single manifestation in the intended source-reference domain.,omitted,"success with warning; ImportLog=success; warnings=missing_composition_date_or_year,no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""rows"":[],""source_reference_count"":0}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The official manifestation/item information has no stored source-reference representation; the corrected database source-reference collection is empty. The asserted information is missing without a contradictory replacement, so it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 53,dcm-catalogue-data/cnw/data-cnw/1292525519.xml,53-B04,source_description,count(//mei:manifestation//mei:item),"{""held_items"":1}",Represent the single held item and its relationship to the manifestation.,omitted,"success with warning; ImportLog=success; warnings=missing_composition_date_or_year,no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""rows"":[],""source_reference_count"":0}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The official manifestation/item information has no stored source-reference representation; the corrected database source-reference collection is empty. The asserted information is missing without a contradictory replacement, so it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 53,dcm-catalogue-data/cnw/data-cnw/1292525519.xml,53-B05,performance_event,count((//mei:work)[1]//mei:event),"{""events"":0}",Preserve the absence of performance-event structures.,preserved,"success with warning; ImportLog=success; warnings=missing_composition_date_or_year,no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""matrix_cell_rows_bounded"":false,""performance_count"":0,""rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,"The frozen official-source expectation and corrected database observation support this classification. The official record has zero events, and the corrected database contains zero performance rows, preserving the asserted absence. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW Coll. 18,dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml,COLL18-T01,technical_import,archive-member:dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml; (//mei:work)[1],"{""file_size"":29171,""namespace"":""http://www.music-encoding.org/ns/mei"",""stage_a_classification"":""success with warning"",""stage_a_import_log_status"":""success"",""well_formed"":true}",Record the frozen technical outcome separately from semantic fidelity; successful processing is not semantic preservation.,not applicable,"success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""stage_a"":{""classification"":""success with warning"",""exactly_one_import_log"":true,""import_log_status"":""success"",""warning_categories"":[""no_movements"",""no_instrumentation"",""no_source_references"",""no_performance_information"",""no_external_references""],""warning_count"":5,""warning_messages"":[""No movements found"",""No instrumentation found"",""No source references found"",""No performance information found"",""No external references found""],""work_row_remains"":true},""stored_work_id"":1}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",not applicable,false,"The frozen official-source expectation and corrected database observation support this classification. The record has an accountable successful Stage A import and is accounted for by the corrected database observation. This is a technical outcome, not a semantic mapping assertion, so it is classified not applicable and excluded from the semantic denominator. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW Coll. 18,dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml,COLL18-B01,work_identity,count(//mei:work); (//mei:work)[1]/mei:identifier,"{""identifiers"":[{""type"":""CNW"",""value"":""Coll. 18""},{""type"":""CNU"",""value"":""III/5, 145–181, 199""},{""type"":""FS"",""value"":""103""}],""work_count"":1}",Represent the collection record as one work without splitting or conflating its graph-linked parts.,preserved,"success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""catalogue_identifiers"":[{""type"":""CNW"",""value"":""Coll. 18""},{""type"":""CNU"",""value"":""III/5, 145–181, 199""},{""type"":""FS"",""value"":""103""}],""title"":""Bidrag til \""Folkehøjskolens Melodibog\"" (ca. 1923)"",""work_id"":1}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,"The frozen official-source expectation and corrected database observation support this classification. The official collection is represented by one stored work with the CNW Coll. 18 identifier, preserving the one-work collection identity at this bounded level. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW Coll. 18,dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml,COLL18-B02,relation_target,count((//mei:work)[1]//mei:relation),"{""relations"":40}",Retain all 40 collection-graph relations with their relation categories.,incorrect,"success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""external_reference_count"":0,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{},""rows"":[],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The 40 internal collection-graph relations are no longer stored as ExternalReference rows, but no internal relation model retains them. Their non-contradictory information is therefore omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW Coll. 18,dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml,COLL18-B03,relation_target,count((//mei:work)[1]//mei:relation[@rel='hasPart']),"{""has_part_relations"":38}",Retain all 38 `hasPart` relations as internal collection-graph relationships.,incorrect,"success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""external_reference_count"":0,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{},""rows"":[],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The 38 hasPart relations are no longer stored as external links, but the model has no internal collection-graph representation. The asserted graph information is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW Coll. 18,dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml,COLL18-B04,performance_event,count((//mei:work)[1]//mei:event),"{""events"":0}",Preserve the absence of event structures.,preserved,"success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""matrix_cell_rows_bounded"":false,""performance_count"":0,""rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,"The frozen official-source expectation and corrected database observation support this classification. The official record has zero events, and the corrected database contains zero performance rows, preserving the asserted absence. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW Coll. 18,dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml,COLL18-B05,relation_target,(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target],"{""absolute_work_urls"":0}",Preserve the distinction that none of the work-level targets is an absolute URL.,preserved,"success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""external_reference_count"":0,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{},""rows"":[],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,"The frozen official-source expectation and corrected database observation support this classification. The corrected association contains zero external-reference rows and introduces no absolute URL, preserving the bounded assertion that the source has zero absolute work URLs. Internal graph retention is assessed separately. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW Coll. 18,dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml,COLL18-B06,relation_target,(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target],"{""absolute_count"":0,""has_part_count"":38,""relation_count"":40,""target_count"":42}",Retain internal/relative collection-graph targets as graph relations rather than mislabelling them as external links.,incorrect,"success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information,no_external_references","{""external_reference_count"":0,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{},""rows"":[],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. Internal and relative collection-graph targets are absent from ExternalReference, but the model has no separate graph relation representation. Their graph values and categories are omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
