"evaluation_tier","record_identifier","source_file","assertion_id","domain","official_source_locator","official_expected_value","expected_mapped_meaning","baseline_import_status","stored_database_value","api_observation","classification","eligible_for_semantic_denominator","rationale"
"detailed_fidelity","CNW 63","dcm-catalogue-data/cnw/data-cnw/cnw0063.xml","63-03","catalogue_identifier","(//mei:work)[1]/mei:identifier","[{""type"":""Opus"",""value"":""9""},{""type"":""CNW"",""value"":""63""},{""type"":""CNU"",""value"":""II/11""},{""type"":""CNS"",""value"":""24""},{""type"":""FS"",""value"":""20""}]","Retain the asserted identifier types and values without conflating types; preserve source order where the assertion requires it.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""catalogue_number"":""9"",""ordering_basis"":""database primary-key ascending; importer creates rows sequentially, but no explicit source-position column exists"",""rows"":[{""database_id"":353,""type"":""Opus"",""value"":""9""},{""database_id"":354,""type"":""CNW"",""value"":""63""},{""database_id"":355,""type"":""CNU"",""value"":""II/11""},{""database_id"":356,""type"":""CNS"",""value"":""24""},{""database_id"":357,""type"":""FS"",""value"":""20""}]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""catalogue_identifiers"":[{""type"":""Opus"",""value"":""9""},{""type"":""CNW"",""value"":""63""},{""type"":""CNU"",""value"":""II/11""},{""type"":""CNS"",""value"":""24""},{""type"":""FS"",""value"":""20""}],""catalogue_number"":""9""},""index_present"":true}","preserved","true","All asserted identifier type/value pairs are stored in the same sequence when ordered by creation/primary-key ID. This classification is scoped to the typed identifier inventory: the separately measured untyped Work.catalogue_number contains the first source identifier (Opus 9 or 41), not the CNW value. The schema has no explicit source-position field and API association ordering is not guaranteed, but the evaluated database state retains the asserted typed sequence. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 63","dcm-catalogue-data/cnw/data-cnw/cnw0063.xml","63-04","title","(//mei:work)[1]/mei:title","[{""language"":""da"",""text"":""Sonate nr. 1 for violin og klaver, opus 9"",""type"":""""},{""language"":""en"",""text"":""Sonata No. 1 for Violin and Piano, Opus 9"",""type"":""""}]","Retain the asserted title texts, types, languages, count, and selected display-title meaning.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""alternate_title_rows"":[],""stored_title"":""Sonate nr. 1 for violin og klaver, opus 9"",""title_language_or_type_fields"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""alternate_titles"":[],""title"":""Sonate nr. 1 for violin og klaver, opus 9"",""title_language_or_type_fields"":[]},""index_present"":true}","omitted","true","The selected Danish title is retained, but the other asserted titles and their language/type distinctions are not stored or exposed. Because the retained title does not contradict the source, the compound assertion is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 63","dcm-catalogue-data/cnw/data-cnw/cnw0063.xml","63-05","composition_date","(//mei:work)[1]/mei:creation/mei:date","{""creation_text"":""1895"",""date"":{""id"":""date_N20582"",""isodate"":""1895"",""text"":""1895""}}","Retain the asserted date text, exact value or bounds, precision, and uncertainty rather than only an undifferentiated year.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""composition_date"":""1895"",""composition_year"":1895,""structured_bounds_or_uncertainty_fields"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""composition_date"":""1895"",""composition_year"":1895},""index_present"":true}","transformed as intended","true","The exact official date text is retained as composition_date and a defensible integer year is derived. The API exposes the same normalized pair, retaining the complete asserted date meaning through the model transformation. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 63","dcm-catalogue-data/cnw/data-cnw/cnw0063.xml","63-06","component_structure","count((//mei:work)[1]//mei:expression); count((//mei:work)[1]/mei:expressionList/mei:expression); count((//mei:work)[1]//mei:componentList/mei:expression); count((//mei:work)[1]//mei:componentList)","{""component_expressions"":3,""component_lists"":1,""expressions"":4,""top_level"":1}","Represent the asserted expression/component hierarchy and representative component values without assuming every expression is a musical movement.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""expression_or_component_fields"":[],""movements"":[]},""index_present"":true}","omitted","true","The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 63","dcm-catalogue-data/cnw/data-cnw/cnw0063.xml","63-07","component_structure","(//mei:work)[1]//mei:componentList/mei:expression","[{""n"":""1"",""tempos"":[""Allegro glorioso""],""titles"":[{""language"":""da"",""text"":""""}]},{""n"":""2"",""tempos"":[""Andante""],""titles"":[{""language"":""da"",""text"":""""}]},{""n"":""3"",""tempos"":[""Allegro piacevole e giovanile""],""titles"":[{""language"":""da"",""text"":""""}]}]","Represent the asserted expression/component hierarchy and representative component values without assuming every expression is a musical movement.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""expression_or_component_fields"":[],""movements"":[]},""index_present"":true}","omitted","true","The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 63","dcm-catalogue-data/cnw/data-cnw/cnw0063.xml","63-08","instrumentation","(//mei:work)[1]//mei:perfRes[normalize-space()]","[{""codedval"":""sa"",""count"":""1"",""name"":""vl."",""solo"":""false""},{""codedval"":""ka"",""count"":""1"",""name"":""pf."",""solo"":""false""}]","Retain the asserted performance-resource count plus representative names, codes, counts, grouping, and solo attributes.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""codedval_or_solo_fields"":[],""instrumentation_count"":2,""rows"":[{""name"":""1 vl."",""section"":""perfResList""},{""name"":""1 pf."",""section"":""perfResList""}]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""instrumentation"":[""1 pf."",""1 vl.""],""instrumentation_sections_or_attributes"":[]},""index_present"":true}","omitted","true","The resource name and count are combined into an instrumentation name, but codedval and solo attributes are absent. Because material non-contradictory parts of the compound assertion are missing, it is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 63","dcm-catalogue-data/cnw/data-cnw/cnw0063.xml","63-09","source_description","count(//mei:manifestation); count(//mei:manifestation//mei:item)","{""held_items"":7,""manifestations"":6}","Represent the asserted manifestations, held items, repositories, locations, and hand information in the intended source-reference domain.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""rows"":[],""source_reference_count"":0}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""sources"":[]},""index_present"":true}","omitted","true","The official manifestation/item information has no stored source-reference representation; the database and API source arrays are empty. The asserted information is missing without a contradictory replacement, so it is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 63","dcm-catalogue-data/cnw/data-cnw/cnw0063.xml","63-10","source_description","count(//mei:handList); //mei:manifestation[1]/mei:titleStmt/mei:title[1]; //mei:manifestation[1]//mei:item[1]","{""hand_lists"":1,""representative"":{""item_identifier"":""D"",""location"":""CNS 24c"",""manifestation_title"":""Score, sketch"",""repository"":""DK-Kk""}}","Represent the asserted manifestations, held items, repositories, locations, and hand information in the intended source-reference domain.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""rows"":[],""source_reference_count"":0}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""sources"":[]},""index_present"":true}","omitted","true","The official manifestation/item information has no stored source-reference representation; the database and API source arrays are empty. The asserted information is missing without a contradictory replacement, so it is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 63","dcm-catalogue-data/cnw/data-cnw/cnw0063.xml","63-11","performance_event","count((//mei:work)[1]//mei:event); (//mei:work)[1]//mei:event[1]","{""event_count"":38,""first_event"":{""corporations"":[],""date"":""1896-01-15"",""description"":""First performance."",""element_text"":""1896-01-15 Koncertpalæet Copenhagen Anton Svendsen, violin Johanne Stockmarr, piano First performance. Reviews article journal Robert Henriques Dannebrog 1896-01-16 article journal Angul Hammerich Nationaltidende 1896-01-17"",""people"":[{""name"":""Anton Svendsen, violin"",""role"":""performer""},{""name"":""Johanne Stockmarr, piano"",""role"":""performer""}],""place"":""Copenhagen"",""venue"":""Koncertpalæet""}}","Represent the asserted catalogue event count and representative date, place, venue, people, corporations, and roles in the performance domain.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""performance_count"":0,""rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""performances"":[]},""index_present"":true}","omitted","true","The official event structure is not represented: the canonical database has zero performance rows and the API performance array is empty. The asserted event information is omitted rather than contradicted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 63","dcm-catalogue-data/cnw/data-cnw/cnw0063.xml","63-12","relation_target","(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target]","{""absolute_count"":0,""count"":2,""targets"":[{""element"":""ref"",""label"":"""",""relation"":"""",""target"":""document.xq?doc=cnw0025.xml""},{""element"":""ptr"",""label"":""Carl Nielsen Edition"",""relation"":"""",""target"":""/dcm/assets/cnu/pdf/CNU_II_11_chamber_music_2.pdf""}]}","Retain asserted targets and relation categories while distinguishing internal/relative graph targets from external URLs.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""external_reference_count"":2,""mechanical_target_categories"":{""relative_target"":1,""root_relative_target"":1},""rows"":[{""label"":""first symphony (CNW 25)"",""target"":""document.xq?doc=cnw0025.xml""},{""label"":""External reference"",""target"":""/dcm/assets/cnu/pdf/CNU_II_11_chamber_music_2.pdf""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":2,""external_references"":[{""label"":""first symphony (CNW 25)"",""url"":""document.xq?doc=cnw0025.xml""},{""label"":""External reference"",""url"":""/dcm/assets/cnu/pdf/CNU_II_11_chamber_music_2.pdf""}],""relation_or_target_category_fields"":[]},""index_present"":true}","incorrect","true","The target strings and count are retained, but internal/relative targets are stored and exposed as ExternalReference rows. That is a material category mislabelling, so the compound assertion is incorrect despite retained target values. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 18","dcm-catalogue-data/cnw/data-cnw/cnw0018.xml","18-01","work_identity","count(//mei:work); (//mei:work)[1]/mei:identifier[@label='CNW']","{""cnw"":[{""type"":""CNW"",""value"":""18""}],""work_count"":1}","Represent the official work as one stored work and retain its direct CNW identifier.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""catalogue_identifiers"":[{""type"":""Opus"",""value"":""41""},{""type"":""CNW"",""value"":""18""},{""type"":""CNU"",""value"":""I/9; IV/1, Add. 35; III/4, 117–124""},{""type"":""CNS"",""value"":""345""},{""type"":""FS"",""value"":""94""}],""title"":""Musik til Helge Rodes skuespil \""Moderen\"", opus 41"",""work_id"":50}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""catalogue_identifiers"":[{""type"":""Opus"",""value"":""41""},{""type"":""CNW"",""value"":""18""},{""type"":""CNU"",""value"":""I/9; IV/1, Add. 35; III/4, 117–124""},{""type"":""CNS"",""value"":""345""},{""type"":""FS"",""value"":""94""}],""id"":50,""source_identifier"":""work_d1e34233348"",""title"":""Musik til Helge Rodes skuespil \""Moderen\"", opus 41""},""index_present"":true}","preserved","true","One work row remains and the asserted CNW identifier type/value is stored. The API detail exposes the same database identifier inventory. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 18","dcm-catalogue-data/cnw/data-cnw/cnw0018.xml","18-02","responsibility","(//mei:work)[1]/mei:contributor//mei:persName","[{""name"":""Carl Nielsen"",""role"":""composer""},{""name"":""Helge Rode"",""role"":""author""}]","Retain the asserted contributor identities together with their catalogue roles.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""composer_name"":""Niels Bo Foltmann"",""other_contributor_rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""composer"":{""id"":1,""name"":""Niels Bo Foltmann""},""contributor_roles"":[]},""index_present"":true}","incorrect","true","The stored composer is Niels Bo Foltmann, not the asserted Carl Nielsen contributor; additional asserted roles and people are absent. The API repeats this contradictory composer value, so the compound responsibility meaning is incorrect rather than merely incomplete. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 18","dcm-catalogue-data/cnw/data-cnw/cnw0018.xml","18-03","catalogue_identifier","(//mei:work)[1]/mei:identifier","[{""type"":""Opus"",""value"":""41""},{""type"":""CNW"",""value"":""18""},{""type"":""CNU"",""value"":""I/9; IV/1, Add. 35; III/4, 117–124""},{""type"":""CNS"",""value"":""345""},{""type"":""FS"",""value"":""94""}]","Retain the asserted identifier types and values without conflating types; preserve source order where the assertion requires it.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""catalogue_number"":""41"",""ordering_basis"":""database primary-key ascending; importer creates rows sequentially, but no explicit source-position column exists"",""rows"":[{""database_id"":168,""type"":""Opus"",""value"":""41""},{""database_id"":169,""type"":""CNW"",""value"":""18""},{""database_id"":170,""type"":""CNU"",""value"":""I/9; IV/1, Add. 35; III/4, 117–124""},{""database_id"":171,""type"":""CNS"",""value"":""345""},{""database_id"":172,""type"":""FS"",""value"":""94""}]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""catalogue_identifiers"":[{""type"":""Opus"",""value"":""41""},{""type"":""CNW"",""value"":""18""},{""type"":""CNU"",""value"":""I/9; IV/1, Add. 35; III/4, 117–124""},{""type"":""CNS"",""value"":""345""},{""type"":""FS"",""value"":""94""}],""catalogue_number"":""41""},""index_present"":true}","preserved","true","All asserted identifier type/value pairs are stored in the same sequence when ordered by creation/primary-key ID. This classification is scoped to the typed identifier inventory: the separately measured untyped Work.catalogue_number contains the first source identifier (Opus 9 or 41), not the CNW value. The schema has no explicit source-position field and API association ordering is not guaranteed, but the evaluated database state retains the asserted typed sequence. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 18","dcm-catalogue-data/cnw/data-cnw/cnw0018.xml","18-04","title","(//mei:work)[1]/mei:title","[{""language"":""da"",""text"":""Musik til Helge Rodes skuespil \""Moderen\"", opus 41"",""type"":""""},{""language"":""en"",""text"":""Music for Helge Rode's Play 'The Mother', Opus 41"",""type"":""""},{""language"":""da"",""text"":""Et eventyrspil i en prolog og syv billeder"",""type"":""subordinate""},{""language"":""en"",""text"":""A Play in a Prologue and Seven Scenes"",""type"":""subordinate""}]","Retain the asserted title texts, types, languages, count, and selected display-title meaning.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""alternate_title_rows"":[],""stored_title"":""Musik til Helge Rodes skuespil \""Moderen\"", opus 41"",""title_language_or_type_fields"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""alternate_titles"":[],""title"":""Musik til Helge Rodes skuespil \""Moderen\"", opus 41"",""title_language_or_type_fields"":[]},""index_present"":true}","omitted","true","The selected Danish title is retained, but the other asserted titles and their language/type distinctions are not stored or exposed. Because the retained title does not contradict the source, the compound assertion is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 18","dcm-catalogue-data/cnw/data-cnw/cnw0018.xml","18-05","composition_date","(//mei:work)[1]/mei:creation/mei:date","{""creation_text"":""1920–21"",""date"":{""id"":""date_N20C3A"",""notafter"":""1921"",""notbefore"":""1920"",""text"":""1920–21""}}","Retain the asserted date text, exact value or bounds, precision, and uncertainty rather than only an undifferentiated year.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""composition_date"":""1920–21"",""composition_year"":1920,""structured_bounds_or_uncertainty_fields"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""composition_date"":""1920–21"",""composition_year"":1920},""index_present"":true}","transformed as intended","true","The complete uncertain/ranged date wording remains in composition_date and the lower bound is normalized to composition_year. Structured notbefore/notafter fields are absent, but the stored date text retains the full asserted bounds and uncertainty, so this is a defensible transformation rather than a loss of meaning. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 18","dcm-catalogue-data/cnw/data-cnw/cnw0018.xml","18-06","component_structure","count((//mei:work)[1]//mei:expression); count((//mei:work)[1]/mei:expressionList/mei:expression); count((//mei:work)[1]//mei:componentList/mei:expression); count((//mei:work)[1]//mei:componentList)","{""component_expressions"":47,""component_lists"":10,""expressions"":49,""top_level"":2}","Represent the asserted expression/component hierarchy and representative component values without assuming every expression is a musical movement.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""expression_or_component_fields"":[],""movements"":[]},""index_present"":true}","omitted","true","The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 18","dcm-catalogue-data/cnw/data-cnw/cnw0018.xml","18-07","component_structure","(//mei:work)[1]//mei:componentList/mei:expression","{""first_component"":{""n"":"""",""tempos"":[""Tempo giusto""],""titles"":[{""language"":""da"",""text"":""Prolog""},{""language"":""en"",""text"":""Prologue""}]},""nested_march"":{""n"":""1"",""tempos"":[""Tempo giusto""],""titles"":[{""language"":""da"",""text"":""Marsch""},{""language"":""en"",""text"":""March""}]}}","Represent the asserted expression/component hierarchy and representative component values without assuming every expression is a musical movement.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""expression_or_component_fields"":[],""movements"":[]},""index_present"":true}","omitted","true","The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 18","dcm-catalogue-data/cnw/data-cnw/cnw0018.xml","18-08","instrumentation","(//mei:work)[1]//mei:perfRes[normalize-space()]","{""count"":31,""representatives"":[{""codedval"":""wa"",""count"":""3"",""name"":""fl."",""solo"":""false""},{""codedval"":""ba"",""count"":""4"",""name"":""cor."",""solo"":""false""}]}","Retain the asserted performance-resource count plus representative names, codes, counts, grouping, and solo attributes.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""codedval_or_solo_fields"":[],""instrumentation_count"":28,""rows"":[{""name"":""3 fl."",""section"":""perfResList""},{""name"":""2 ob."",""section"":""perfResList""},{""name"":""2 cl."",""section"":""perfResList""},{""name"":""2 fg."",""section"":""perfResList""},{""name"":""4 cor."",""section"":""perfResList""},{""omitted_middle_count"":18},{""name"":""1 A."",""section"":""perfResList""},{""name"":""1 T."",""section"":""perfResList""},{""name"":""1 B."",""section"":""perfResList""},{""name"":""1 Bar."",""section"":""perfResList""},{""name"":""1 voice"",""section"":""perfResList""}]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""instrumentation"":[""1 A."",""1 B."",""1 Bar."",""1 S."",""1 T."",{""omitted_middle_count"":18},""2 ob."",""2 trb.t."",""3 fl."",""3 tr."",""4 cor.""],""instrumentation_sections_or_attributes"":[]},""index_present"":true}","omitted","true","Twenty-eight instrumentation rows represent only a subset of the 31 populated source resources; three resource occurrences and the codedval and solo attributes are absent. The surviving representative names and counts do not contradict the source. Under the frozen rule for missing non-contradictory information, the compound assertion is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 18","dcm-catalogue-data/cnw/data-cnw/cnw0018.xml","18-09","source_description","count(//mei:manifestation); count(//mei:manifestation//mei:item)","{""held_items"":27,""manifestations"":33}","Represent the asserted manifestations, held items, repositories, locations, and hand information in the intended source-reference domain.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""rows"":[],""source_reference_count"":0}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""sources"":[]},""index_present"":true}","omitted","true","The official manifestation/item information has no stored source-reference representation; the database and API source arrays are empty. The asserted information is missing without a contradictory replacement, so it is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 18","dcm-catalogue-data/cnw/data-cnw/cnw0018.xml","18-10","source_description","//mei:manifestation[1]/mei:titleStmt/mei:title[1]; //mei:manifestation[1]//mei:item[1]","{""item_identifier"":""Ie"",""location"":""CNS 345g"",""manifestation_title"":""Sketch (Nos. 20, 22)"",""repository"":""DK-Kk""}","Represent the asserted manifestations, held items, repositories, locations, and hand information in the intended source-reference domain.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""rows"":[],""source_reference_count"":0}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""sources"":[]},""index_present"":true}","omitted","true","The official manifestation/item information has no stored source-reference representation; the database and API source arrays are empty. The asserted information is missing without a contradictory replacement, so it is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 18","dcm-catalogue-data/cnw/data-cnw/cnw0018.xml","18-11","performance_event","count((//mei:work)[1]//mei:event); (//mei:work)[1]//mei:event[1]","{""event_count"":92,""first_event"":{""corporations"":[],""date"":""1921-01-30"",""description"":""First performance."",""element_text"":""1921-01-30 The Royal Theatre (Det Kongelige Teater) Copenhagen Ebbe Hamerik Betty Hennings (the Mother) Svend Methling (the Scald) Johannes Poulsen (the Jester) First performance. Reviews article newspaper Nationaltidende 1921-01-31 article newspaper Politiken 1921-01-31 article journal Ekstrabladet 1921-01-31 article journal Theatret 1921 20 11 131 article newspaper Aalborg Stiftstidende 1921-01-31 article newspaper Folkets Avis 1921-01-31"",""people"":[{""name"":""Ebbe Hamerik"",""role"":""conductor""},{""name"":""Betty Hennings (the Mother)"",""role"":""performer""},{""name"":""Svend Methling (the Scald)"",""role"":""performer""},{""name"":""Johannes Poulsen (the Jester)"",""role"":""performer""}],""place"":""Copenhagen"",""venue"":""The Royal Theatre (Det Kongelige Teater)""}}","Represent the asserted catalogue event count and representative date, place, venue, people, corporations, and roles in the performance domain.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""performance_count"":0,""rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""performances"":[]},""index_present"":true}","omitted","true","The official event structure is not represented: the canonical database has zero performance rows and the API performance array is empty. The asserted event information is omitted rather than contradicted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"detailed_fidelity","CNW 18","dcm-catalogue-data/cnw/data-cnw/cnw0018.xml","18-12","relation_target","(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target]","{""absolute_count"":9,""count"":39,""internal_count"":30,""other_target_count"":37,""representative_targets"":[{""element"":""relation"",""label"":""Saga-Drøm"",""relation"":""isAdaptationOf"",""target"":""cnw0035.xml""},{""element"":""relation"",""label"":""Carl Nielsen Edition"",""relation"":""hasReproduction"",""target"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_I_09_incidental_music_2.pdf""}]}","Retain asserted targets and relation categories while distinguishing internal/relative graph targets from external URLs.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""external_reference_count"":22,""mechanical_target_categories"":{""absolute_http_url"":9,""relative_target"":12,""root_relative_target"":1},""rows"":[{""label"":""fifth symphony (CNW 29)"",""target"":""document.xq?doc=cnw0029.xml""},{""label"":""External reference"",""target"":""http://hdl.handle.net/109.3.1/uuid:3731125b-ccd9-444c-89af-93ecfdce9a9f""},{""label"":""External reference"",""target"":""http://hdl.handle.net/109.3.1/uuid:0e91610d-abdf-4add-bd3d-fddfe99e3afd""},{""label"":""External reference"",""target"":""http://hdl.handle.net/109.3.1/uuid:453898e8-21b9-4ef7-8566-42822e5303dc""},{""label"":""External reference"",""target"":""http://hdl.handle.net/109.3.1/uuid:6e638df3-693e-4b0e-8352-48a9d9c078ff""},{""omitted_middle_count"":12},{""label"":""hasReproduction"",""target"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_I_09_incidental_music_2.pdf""},{""label"":""hasReproduction"",""target"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_IV_01_juvenilia_et_addenda.pdf""},{""label"":""hasReproduction"",""target"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_III_04_songs_1.pdf#page=212""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_III_07_songs_4.pdf""},{""label"":""hasArrangement"",""target"":""appendix.xq#CNW_18""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":22,""external_references"":[{""label"":""fifth symphony (CNW 29)"",""url"":""document.xq?doc=cnw0029.xml""},{""label"":""External reference"",""url"":""http://hdl.handle.net/109.3.1/uuid:3731125b-ccd9-444c-89af-93ecfdce9a9f""},{""label"":""External reference"",""url"":""http://hdl.handle.net/109.3.1/uuid:0e91610d-abdf-4add-bd3d-fddfe99e3afd""},{""label"":""External reference"",""url"":""http://hdl.handle.net/109.3.1/uuid:453898e8-21b9-4ef7-8566-42822e5303dc""},{""label"":""External reference"",""url"":""http://hdl.handle.net/109.3.1/uuid:6e638df3-693e-4b0e-8352-48a9d9c078ff""},{""omitted_middle_count"":12},{""label"":""hasReproduction"",""url"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_I_09_incidental_music_2.pdf""},{""label"":""hasReproduction"",""url"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_IV_01_juvenilia_et_addenda.pdf""},{""label"":""hasReproduction"",""url"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_III_04_songs_1.pdf#page=212""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_III_07_songs_4.pdf""},{""label"":""hasArrangement"",""url"":""appendix.xq#CNW_18""}],""relation_or_target_category_fields"":[]},""index_present"":true}","incorrect","true","Only 22 ExternalReference rows remain for 39 source relation/ref/ptr targets, and retained internal targets are materially mislabelled as external references. Missing targets plus contradictory category mapping make the compound assertion incorrect. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
